@relation breast-weka.filters.supervised.attribute.NominalToBinary-weka.filters.unsupervised.attribute.RandomProjection-N10-R42-DSparse1_clustered

@attribute Instance_number numeric
@attribute K1 numeric
@attribute K2 numeric
@attribute K3 numeric
@attribute K4 numeric
@attribute K5 numeric
@attribute K6 numeric
@attribute K7 numeric
@attribute K8 numeric
@attribute K9 numeric
@attribute K10 numeric
@attribute class numeric
@attribute Cluster {cluster0,cluster1,cluster2,cluster3,cluster4,cluster5,cluster6,cluster7}

@data
626,-10.372739,2531.48311,2526.722856,-554551.691625,-1.674232,-2515.24101,2526.47462,-3.594492,-9.395448,-2.291521,0,cluster7
627,-2.367687,-2.691797,4.703437,-610020.705435,1.190717,-5.182355,-1.579246,4.456021,0.030055,-4.503568,0,cluster0
628,1.389984,141.505414,150.464203,-783026.640835,1.892793,-145.216807,145.496732,4.012203,2.383918,-7.470523,0,cluster0
629,-0.262359,252.446915,248.751546,-620704.937806,-1.098766,-252.680257,254.400325,-0.728542,-0.915611,2.123043,0,cluster0
630,-1.112648,3.455982,11.192299,-381769.56137,-1.320294,-10.685703,9.026447,0.834373,1.484659,-1.282045,0,cluster4
631,1.43022,47.09815,49.634417,-635045.226212,-1.154178,-47.840047,44.50816,3.705326,3.038598,-1.382781,0,cluster0
632,-1.007977,30.467414,37.333583,-201994.716846,-4.541699,-35.611081,33.577267,2.724496,0.886461,-3.599794,0,cluster1
633,3.597529,16.851174,18.900721,-296001.43416,0.189664,-16.497258,15.079007,0.025275,0.67753,0.873941,0,cluster4
634,1.526998,187.97288,183.632696,-634667.667979,3.389803,-181.462059,178.379787,-0.775219,-0.475545,-2.824618,0,cluster0
635,-1.633764,133.335619,145.448415,-607022.111477,-2.707139,-134.966838,136.718507,-9.238445,-5.925208,-4.587621,0,cluster0
636,-6.906129,480.535102,479.4736,-237420.491698,2.457216,-482.002567,485.274336,2.302367,1.986676,4.533636,0,cluster4
637,4.869705,34.763125,43.136386,-547004.117413,-1.28904,-31.927163,35.404161,-3.531846,-1.103969,-6.081385,0,cluster0
638,-0.91929,142.30505,143.319992,-326506.47083,4.467781,-142.250414,142.851503,-3.845215,-0.490664,4.234813,0,cluster4
639,-24.05809,1116.238147,1111.326487,-134030.187964,-1.887588,-1103.250902,1126.32961,-7.75765,-6.275883,0.717909,0,cluster7
640,-2.154941,196.889065,196.036337,-37734.928224,-2.73034,-207.488266,201.846865,4.507441,0.863943,-4.078068,0,cluster1
641,7.795728,14.608862,10.069039,-710678.150061,7.356256,-8.848506,8.477164,-1.764399,-2.143545,3.510866,0,cluster0
642,8.553508,4.667176,-0.265348,-284799.971135,6.054126,4.197925,-4.564902,-0.386908,2.077118,5.71535,0,cluster4
643,4.339028,50.801166,45.316822,-690610.972709,0.916391,-51.300211,48.941333,1.713552,-1.158447,-2.250138,0,cluster0
644,-3.311811,8.423942,5.817497,-501621.460048,-3.252865,-11.075429,8.328152,4.107731,-2.893045,-0.928123,0,cluster0
645,-0.797284,82.294629,87.233727,-229268.52959,-4.905457,-82.805479,82.325468,-2.23702,-1.338877,-4.378589,0,cluster4
646,2.864288,52.67828,51.517103,-14633.609283,-3.00161,-58.578114,53.74877,6.553854,4.13481,-2.252504,0,cluster1
647,1.631445,10.617644,5.335823,-348053.685191,4.207182,-9.460359,8.61509,1.342103,0.890656,4.341405,0,cluster4
648,2.976034,25.453807,23.888952,-433255.895822,-3.107801,-31.929778,27.166444,-0.369431,0.320631,-2.712087,0,cluster4
649,2.525907,186.627664,189.03839,-741918.422568,0.726099,-188.315925,185.94652,-2.52702,-2.063684,-1.952643,0,cluster0
650,4.768653,36.237666,34.387241,-378825.83082,4.456304,-35.262461,31.693097,-4.591821,0.127323,0.515257,0,cluster4
651,-2.087449,168.175099,174.234196,-357305.172714,-4.386281,-169.294797,169.717997,-2.371649,-0.681256,-4.32445,0,cluster4
652,2.714405,31.387619,36.531939,-338664.810729,0.281962,-21.443217,28.041473,-4.053794,-2.004784,1.746289,0,cluster4
653,2.317187,225.408874,228.907144,-264180.128707,0.963999,-227.471541,227.702267,-2.711255,-1.533402,0.89662,0,cluster4
654,1.53193,143.331518,144.839447,-700146.052387,3.21461,-143.308799,136.705656,-2.815012,-2.276695,-6.646748,0,cluster0
655,-1.311836,486.495646,489.226451,-767467.829403,3.054238,-486.003076,483.525038,0.596484,0.40909,-3.408221,0,cluster0
656,1.374031,10.437036,4.368218,-397945.565012,1.226184,-3.156611,7.434627,1.020828,1.893681,4.547932,0,cluster4
657,0.917846,98.381177,98.904135,-553700.750087,-2.60905,-97.239964,95.737428,-3.042916,-4.651793,-4.264496,0,cluster0
658,7.647853,45.523193,39.463773,-277127.3956,10.212493,-47.337768,39.854002,-2.367335,2.227078,5.246186,0,cluster4
659,6.325228,24.698147,30.46282,-569050.549877,-0.36619,-24.413952,25.394505,-1.976995,2.085518,-6.6463,0,cluster0
660,7.108723,5.627084,2.330633,-57415.838349,-3.026391,-9.626929,6.887929,7.46649,5.688352,-2.581377,0,cluster1
661,1.086794,3.796848,-1.373836,-241820.994264,0.587965,-6.376893,6.189643,4.749142,1.180854,6.411405,0,cluster4
662,8.92943,79.476095,70.772382,-568027.667661,-0.546026,-76.981062,76.592317,-10.007424,0.359941,7.979465,0,cluster0
663,1.59602,0.884598,0.302573,-79373.530359,0.474357,-5.698423,-0.978583,-3.0346,1.890279,1.577018,0,cluster1
664,3.66778,79.322002,79.793633,-556252.144681,-3.3115,-71.985393,73.934859,3.862849,-0.035833,-3.299896,0,cluster0
665,8.222826,730.951783,723.138177,-17633.642674,-4.428775,-747.090178,734.26381,1.487046,2.731676,4.006972,0,cluster1
666,-18.291126,101.764847,101.017128,-563617.589779,-1.723668,-105.310952,118.65235,-0.648206,-8.732315,-12.49363,0,cluster0
667,-4.038833,137.353097,134.669209,-339531.777633,-4.166659,-138.421994,151.993719,6.504154,5.545727,11.02637,0,cluster4
668,-4.776431,218.078464,217.475412,-505195.729902,6.207494,-221.605194,220.101479,1.561995,-0.785054,-0.504086,0,cluster0
669,1.012124,36.021967,44.596016,-156415.368801,-1.045535,-33.850659,37.433242,-6.233627,-5.225006,-0.100517,0,cluster1
670,-2.619045,172.073071,187.349334,-607674.208215,0.496956,-180.846761,176.404064,-8.972219,-3.138245,-6.178572,0,cluster0
671,-1.158083,-3.309743,-0.833724,-3811.186937,2.378718,-3.601732,0.259655,1.538797,-0.059449,-1.825495,0,cluster1
672,3.473435,5.454875,5.415069,-250425.083278,-2.542085,3.184226,-0.347652,-2.161984,-1.033903,-2.418588,0,cluster4
673,1.356372,21.740224,34.983071,-346974.278324,-3.01182,-23.191246,28.900444,2.654523,2.136615,-2.248081,0,cluster4
674,-0.371568,5.648587,7.186967,-617716.045563,4.702316,-6.237338,6.372424,5.694937,2.374796,4.424386,0,cluster0
675,5.167393,71.429592,67.706859,-296393.95279,-2.828887,-70.78592,64.092128,-0.443392,-3.564267,0.02987,0,cluster4
676,11.301229,1.864208,5.450183,-705884.1995,-2.445651,-2.715929,0.994216,-9.360693,1.786775,-3.419759,0,cluster0
677,-6.80787,215.463839,210.983314,-270653.839937,1.988274,-215.304659,224.869927,-4.189228,0.542547,8.972659,0,cluster4
678,-0.507793,40.31187,44.633208,-288178.780488,0.576443,-44.389979,49.046436,6.270628,6.339964,3.558167,0,cluster4
679,-1.753234,0.088578,6.540057,-739850.04845,-2.350285,-8.722153,9.298477,6.317644,5.032127,-2.786752,0,cluster0
680,3.981305,31.943482,41.732962,-728717.606606,-2.264908,-32.692941,34.418158,-3.093815,-2.063009,-6.753119,0,cluster0
681,6.512274,10.824016,8.544952,-126212.035484,-10.229594,-11.575734,-13.074349,-6.543131,-2.75301,11.804909,0,cluster1
682,0.876707,38.008813,32.539576,-129465.362289,0.877563,-40.946405,35.338642,1.097869,-2.116629,-1.938166,0,cluster1
683,2.424945,98.783202,98.346136,-395691.613916,-2.564575,-99.018589,100.535877,0.030047,0.979347,-2.227322,0,cluster4
684,0.207808,963.215038,960.128345,-275062.582014,0.057526,-948.805955,952.114015,-0.360355,-7.368177,-8.313224,0,cluster4
685,-0.71587,303.428671,306.632813,-161173.988996,2.196427,-297.311476,299.982657,-4.916,-1.15327,0.130821,0,cluster1
686,0.048979,54.595681,65.216336,-759327.065393,-1.981165,-59.69916,58.836017,-2.632441,-2.268067,-6.690212,0,cluster0
687,3.301303,38.623826,28.716591,-280107.620199,1.072877,-35.19671,36.605394,2.200382,-0.839591,4.301243,0,cluster4
688,-9.037449,65.045686,56.118057,-390342.323228,-0.926637,-68.128804,70.733942,-1.814009,3.228015,8.07248,0,cluster4
689,-17.791704,668.927837,667.618617,-517371.84729,2.35605,-670.426117,677.911994,0.434454,-5.439133,-13.55422,0,cluster0
690,4.056091,11.773677,9.118793,-269535.017821,0.558372,0.324166,10.828365,3.519596,1.298141,1.291781,0,cluster4
691,4.902984,96.068219,96.753956,-304969.693957,0.297657,-89.802908,98.073536,-15.772037,-2.949572,8.558851,0,cluster4
692,2.269525,18.292551,23.576137,-144137.161546,-0.942401,-17.974046,18.822887,-1.026591,1.529559,-0.817986,0,cluster1
693,3.776007,7.189961,3.614649,-325772.367056,-0.485802,-2.292271,6.717164,4.204993,3.794695,2.38218,0,cluster4
694,6.555201,139.543032,133.710986,-82502.795671,10.425673,-132.659419,126.890492,-5.484256,1.267339,5.121325,0,cluster1
695,-4.918626,114.10358,95.936311,-141319.008687,9.349297,-95.092382,126.263298,4.049266,21.981146,32.670091,0,cluster1
696,-12.849812,808.747145,799.120149,-618804.803493,-1.632787,-825.323666,840.491463,3.028743,-1.730301,-3.443766,0,cluster0
697,5.631424,28.3861,23.317104,-284498.012123,5.221095,-21.10388,17.472785,2.485829,4.37686,2.147418,0,cluster4
698,-1.822674,281.139472,276.758606,-393323.596692,3.602029,-272.617679,278.349658,4.262817,-1.291139,4.086847,0,cluster4
699,-2.39871,0.989594,4.085253,-743792.35526,-3.951927,-6.013799,10.222016,8.578223,7.525394,3.162268,0,cluster0
700,-7.105566,418.501532,416.18855,-508711.99456,6.410874,-407.565836,414.425979,-6.943719,-4.701817,5.001953,0,cluster0
701,-2.285752,1738.645152,1731.792498,-165161.174311,-5.045088,-1721.660245,1730.241721,-2.971511,-11.10279,-6.775956,0,cluster7
702,4.437896,4.027565,7.536906,-473276.68468,1.223286,0.590073,-0.920187,-0.222335,-1.928074,-4.50835,0,cluster4
703,-0.452754,45.44292,39.649764,-189875.257023,0.123853,-49.00824,45.5682,1.006386,-2.44658,1.385842,0,cluster1
704,1.520555,11.037798,11.389777,-239759.583498,5.13555,-15.302116,9.590388,4.504242,1.464126,1.940816,0,cluster4
705,-0.938893,682.34009,684.364186,-52032.288894,-3.859267,-680.0779,678.539002,2.647349,3.318178,-1.042952,0,cluster1
706,-2.486681,114.268388,115.85493,-6081.888991,-5.712592,-118.944366,110.45861,3.7627,-7.150574,1.643342,0,cluster1
707,4.274904,0.605826,2.306983,-450657.120328,-3.304853,-9.634792,4.703893,8.398541,2.396838,-2.223624,0,cluster4
708,3.118399,9.811585,-1.270343,-166423.62278,0.393003,-8.5541,2.33608,-0.725799,3.68379,14.834494,0,cluster1
709,5.698294,0.43623,4.789199,-455472.263626,-4.151942,-8.200863,0.328837,7.627874,-0.54191,-7.405114,0,cluster4
710,1.83602,193.357769,194.99975,-340108.436428,3.353637,-185.176558,187.12947,-7.832378,-2.93385,-0.025829,0,cluster4
711,0.376097,118.039853,120.196575,-656820.331203,3.140428,-117.443386,117.120385,-8.676188,-6.955624,3.964499,0,cluster0
712,-0.883673,24.385234,20.785474,-636601.689721,1.489491,-25.700725,22.487518,5.324982,-0.405914,4.773597,0,cluster0
713,4.102757,5.28596,5.458869,-209597.009706,-0.419824,3.85587,-0.825576,-2.535841,0.217577,-0.537444,0,cluster1
714,2.859311,-1.013207,3.591006,-210854.849184,-6.089327,2.159748,-1.809196,-1.320041,-1.972075,-4.994868,0,cluster1
715,0.920308,5.323009,-0.570554,-380289.82674,-3.496304,-5.668608,6.346921,3.410326,0.380073,1.982646,0,cluster4
716,2.231917,45.23754,39.991887,-107792.408322,4.714867,-39.190881,39.692342,0.202217,1.138825,6.518559,0,cluster1
717,7.062045,167.664035,174.698855,-724935.85558,-2.25402,-159.531837,162.85729,-9.901806,-0.751291,0.839769,0,cluster0
718,-0.138316,18.708129,22.018578,-20187.4669,2.685844,-24.792364,22.25021,-1.569849,2.384427,2.309461,0,cluster1
719,-2.811218,3.024537,5.846469,-318621.79152,2.738833,-4.638783,4.782269,0.356361,5.748702,-0.438845,0,cluster4
720,0.229453,4.197824,11.656734,-32331.745849,-7.613244,-15.727207,7.342002,2.514945,0.746413,-10.078724,0,cluster1
721,0.150635,-3.838793,8.112907,-363100.823216,-3.270949,2.307976,1.1373,3.250178,-1.517039,-5.863647,0,cluster4
722,0.967391,85.515056,89.680957,-531785.099136,3.095879,-86.629749,82.616799,-2.7081,2.376065,-4.666616,0,cluster0
723,2.360143,657.53498,655.100183,-90226.789098,-0.538057,-656.352372,655.621409,-2.016821,-4.172481,0.944166,0,cluster1
724,-2.535015,4.987675,2.394059,-193454.967657,-1.677876,-0.632085,7.143377,-0.71447,0.49341,-1.222255,0,cluster1
725,4.954658,492.702237,491.049179,-732813.270912,-1.536057,-492.99488,482.460913,3.400793,-1.187698,8.923019,0,cluster0
726,4.859811,19.426707,17.797017,-243021.601047,-2.317746,-17.547754,14.660331,0.242997,-1.855867,-0.494189,0,cluster4
727,-4.543512,375.115929,376.251186,-189872.321554,3.266448,-381.344716,382.219705,3.548989,4.20705,3.534011,0,cluster1
728,-7.445799,1457.52528,1460.477369,-81868.242431,0.908512,-1448.741187,1454.863394,-0.450374,-4.447121,-8.693741,0,cluster7
729,8.976047,11.25715,-2.234467,-755833.968386,1.945261,-23.323304,11.727633,6.808819,6.563255,-3.28629,0,cluster0
730,3.712372,-5.691031,-3.005735,-180157.501221,-0.224591,-10.758902,7.270827,12.991331,9.35482,-6.88281,0,cluster1
731,5.575367,68.421835,70.220456,-41621.606678,-3.683753,-70.32401,66.495487,-0.587421,0.764638,-5.571968,0,cluster1
732,-3.018001,7.926313,8.871786,-207270.243139,2.607273,-16.651849,15.268955,5.578105,2.259475,6.593527,0,cluster1
733,1.694233,39.883563,32.638234,-635486.813547,4.98867,-40.847865,35.853442,0.377471,-1.82095,1.941598,0,cluster0
734,-1.362667,70.574726,70.179447,-340917.115406,-0.439801,-69.749854,75.855719,-2.134516,1.286396,0.68012,0,cluster4
735,5.545302,44.901259,47.800361,-777415.304534,-0.605611,-45.46933,42.147149,4.035233,-1.851604,-7.749274,0,cluster0
736,2.364301,10.778282,16.410362,-771435.98565,0.44083,-16.172116,14.473192,-3.632462,-1.713133,-1.520052,0,cluster0
737,-2.878875,97.677252,97.268604,-494346.356126,3.002146,-97.6609,98.844355,1.138919,6.17714,1.886358,0,cluster0
738,0.06418,246.139122,241.023342,-236797.829044,0.574504,-248.681049,245.309993,3.195099,-0.287817,1.15365,0,cluster4
739,-3.670966,127.511027,134.091953,-585999.306423,-1.39922,-130.876467,127.821095,-0.727619,-0.378732,-6.668324,0,cluster0
740,-2.109183,120.42482,129.896823,-665537.195001,-3.92322,-131.879952,127.050543,6.532728,0.864368,-10.923569,0,cluster0
741,-1.551849,111.678038,108.984722,-612759.632622,5.023141,-104.279379,104.571239,-9.570352,-6.230668,-3.875685,0,cluster0
742,-2.577341,166.884248,166.902656,-206031.390307,-2.230262,-181.623278,172.749401,0.723805,-3.37954,-1.03699,0,cluster1
743,3.097357,-1.142768,0.224782,-633517.618376,2.083622,-4.035203,0.178238,6.422711,-1.024662,-4.036621,0,cluster0
744,0.475857,15.563335,20.80516,-497337.954334,-2.141494,-13.886201,13.788331,3.586593,0.866226,-4.98889,0,cluster0
745,-2.910058,45.328225,46.688107,-715022.636256,2.344577,-50.360385,50.57637,-0.703812,1.317253,-1.795021,0,cluster0
746,-4.40272,613.442317,602.863153,-241836.758887,-1.650905,-622.696764,616.355601,-4.59924,-3.181969,2.79541,0,cluster4
747,-1.776266,8.741102,4.159148,-241511.055102,-1.769437,-16.650594,9.587287,2.424482,-2.996493,-1.276619,0,cluster4
748,-4.941183,660.13389,641.603713,-332213.064747,2.250349,-654.492458,658.025019,-4.755215,-0.987008,6.817098,0,cluster4
749,1.17195,6.425056,10.501152,-284819.233248,0.344164,-9.157967,5.742698,2.465462,1.898022,-0.230832,0,cluster4
750,-2.901635,13.445693,14.521654,-525622.049408,3.811664,-8.693973,11.240691,-3.025728,-0.425548,5.109835,0,cluster0
751,-6.306301,0.508192,7.931222,-695319.068152,-1.951829,-5.139845,8.13148,-2.018893,-4.364829,3.06927,0,cluster0
752,3.1238,9.439253,0.687305,-224335.450293,0.347215,-9.08864,6.754706,-5.320311,-0.93876,4.325348,0,cluster4
753,-0.720342,359.300351,366.859675,-754950.198442,0.315279,-352.335352,356.92789,-6.937274,-5.345107,-3.945494,0,cluster0
754,-0.922463,120.617441,119.129123,-644410.206371,-2.537547,-122.630249,122.783035,4.216221,2.333975,-1.37255,0,cluster0
755,3.429573,1.240743,4.26074,-18448.967481,-5.640656,-10.676535,3.97519,5.966564,3.676736,-6.425927,0,cluster1
756,1.020241,66.768194,69.82035,-410282.307342,2.366847,-72.752938,71.019457,5.276297,0.393225,-3.547403,0,cluster4
757,-11.050944,3848.594954,3830.900539,-176693.525177,0.238238,-3825.624697,3837.019681,-11.289422,-11.81605,-2.253667,0,cluster7
758,-2.153637,-2.051503,7.233992,-601209.535604,-2.708233,-1.872158,0.899078,4.130784,1.226573,-5.887828,0,cluster0
759,3.400057,1.937746,4.834052,-195659.133083,-0.393315,2.248815,-2.291101,0.607832,1.32266,-1.739335,0,cluster1
760,-0.374502,-1.437511,1.013776,-386975.339398,-6.119657,-0.841814,-3.633834,-2.78755,-2.991591,0.943498,0,cluster4
761,-1.86119,104.308624,104.745447,-477648.19302,0.977853,-106.920792,100.349668,2.225517,-3.139333,-4.082511,0,cluster4
762,1.27455,5.321123,3.388987,-770715.857548,3.68269,-8.928296,13.594434,6.390304,6.165227,4.61118,0,cluster0
763,0.306061,70.232267,73.014197,-723364.255233,2.026315,-77.258129,76.081741,5.308571,0.8529,-3.089034,0,cluster0
764,4.406374,12.935102,12.181376,-357761.066398,0.441264,-7.587841,8.520574,1.45134,1.217903,0.736151,0,cluster4
765,3.150214,1.474823,1.914755,-165140.634591,-3.269484,-4.549307,-1.314844,-2.472784,1.30334,2.966213,0,cluster1
766,4.833845,2.99039,3.906791,-353392.046872,-3.810226,-0.701119,1.078214,3.454678,1.268665,-2.522635,0,cluster4
767,-2.157722,32.146378,38.619149,-133369.295587,1.360485,-31.858014,38.51251,-3.523451,-4.357586,2.949227,0,cluster1
768,-0.207298,46.729647,37.749811,-154373.91476,3.639535,-41.233019,42.587073,-2.293093,-3.233949,-0.168292,0,cluster1
769,-2.904961,223.261081,217.67391,-605781.801527,2.76185,-226.313795,223.461357,4.286096,-1.934538,0.085132,0,cluster0
770,-7.459987,22.051581,28.643257,-605631.9405,-3.328998,-25.774155,28.826007,-3.54675,-7.058559,-4.832167,0,cluster0
771,1.371281,3.133065,5.291031,-99040.058041,0.048823,-0.097166,3.724462,3.347529,2.099327,4.345274,0,cluster1
772,0.118102,21.993375,26.131849,-789275.936129,-1.311783,-26.159528,28.782573,4.557724,4.141229,4.288348,0,cluster0
773,4.442134,16.485415,27.006742,-55831.677805,-4.19517,-22.072172,20.321584,6.702257,1.540951,-8.395443,0,cluster1
774,-3.219029,101.492477,103.973634,-156572.508485,-0.265573,-102.726458,100.434654,-4.79769,7.671057,9.643029,0,cluster1
775,2.523341,49.053604,49.950194,-311778.405177,6.169426,-49.24179,45.462861,-2.236651,4.519822,1.725192,0,cluster4
776,2.107026,52.81946,50.557467,-218366.746974,-1.569817,-53.173214,47.008722,-1.029186,-3.148541,-0.95516,0,cluster1
777,-0.365618,48.481256,40.2552,-530133.345588,1.8593,-49.596036,42.930351,0.775015,-3.596304,-1.227371,0,cluster0
778,-7.113905,229.550049,222.931099,-194734.040829,-3.709924,-231.113002,235.736642,-1.747619,-5.486099,0.605534,0,cluster1
779,6.90705,6.009984,2.586724,-6272.170053,2.287078,-3.928107,-0.44164,0.205087,6.372693,1.12563,0,cluster1
780,2.984337,54.603856,55.045927,-571350.028895,0.082101,-53.481894,48.462641,4.557713,-1.250318,-8.4025,0,cluster0
781,3.564782,40.745326,43.086946,-10126.757401,1.460078,-38.482686,40.179133,0.563366,2.019276,2.104467,0,cluster1
782,-9.211336,126.279658,129.665038,-695979.222274,-1.093892,-130.51415,132.190789,3.633544,-0.798879,0.165749,0,cluster0
783,1.874353,64.455837,52.603498,-96508.381,1.457555,-65.471029,62.42128,-0.030874,2.688233,5.178968,0,cluster1
784,4.112566,53.561365,50.088545,-719096.675746,-1.293547,-48.396806,51.501033,-6.725439,4.173879,6.458329,0,cluster0
785,1.743136,127.906652,125.127255,-216100.418236,0.227631,-132.133502,131.035574,0.720828,0.233593,4.881163,0,cluster1
786,-2.887433,53.711615,61.963093,-503324.958382,5.5769,-55.683322,51.73938,-0.137951,3.87206,-6.981642,0,cluster0
787,-2.394687,39.733074,40.702504,-342286.011228,-0.653601,-38.214107,41.408919,3.499351,5.727506,11.903625,0,cluster4
788,0.63175,473.448901,479.180888,-231732.028578,3.527501,-467.537549,472.071969,-6.171114,-1.013008,0.291298,0,cluster4
789,-0.193988,66.351911,72.520093,-76217.736195,-2.834913,-70.077414,66.507747,-5.916127,-2.700981,-3.798993,0,cluster1
790,-1.493663,256.019084,261.192696,-348010.08621,-0.940786,-260.943761,260.766978,1.66654,0.928552,-0.492363,0,cluster4
791,-0.951588,6.89961,4.67479,-667729.540914,2.819354,-12.804615,6.849253,5.208524,-0.904459,-0.81525,0,cluster0
792,0.0341,4.057682,4.816089,-712323.726131,-2.967932,-0.661352,-1.08517,1.883864,-1.602873,-5.151006,0,cluster0
793,4.6592,5.500685,-0.0842,-57421.704896,-3.223323,-6.733719,-2.456764,0.901722,-2.632853,9.424498,0,cluster1
794,-4.103686,71.223102,66.389484,-640725.671817,1.018273,-73.778802,71.060827,-6.787479,-0.727537,-1.191676,0,cluster0
795,-0.318593,128.164868,131.516106,-763932.378045,-2.015317,-136.98126,132.691292,-1.44778,-3.879576,-0.098407,0,cluster0
796,4.001058,4.205042,1.20566,-422883.883446,1.452702,-6.918063,2.144663,5.942502,0.46098,-2.298341,0,cluster4
797,-0.460287,5.79182,2.14042,-644396.154419,-5.632038,-6.913892,4.757495,4.848095,-1.390656,0.03757,0,cluster0
798,1.255548,5.645481,-5.237316,-144260.99766,7.436908,-4.659502,0.549975,0.251232,4.906328,6.247791,0,cluster1
799,1.58977,3.83361,3.547891,-323701.341773,-1.095258,-3.811067,7.289418,4.700066,3.922958,1.602326,0,cluster4
800,6.57727,19.929991,13.169747,-774920.24543,3.375604,-13.901468,14.78358,0.928686,-1.690557,-2.893656,0,cluster0
801,3.33236,1105.637633,1083.309099,-363578.528428,2.266023,-1110.807589,1104.12889,-1.77755,1.786611,17.049673,0,cluster7
802,-7.571147,53.407628,65.476879,-501939.533521,0.866754,-58.249852,62.444976,0.642225,-1.233286,0.523355,0,cluster0
803,-2.607762,521.007187,522.174521,-217892.179693,-2.19902,-514.899979,518.634262,-2.003378,-1.002515,-4.291202,0,cluster1
804,-0.025993,84.404498,82.32914,-110926.687296,-1.02822,-87.385361,89.504656,4.824735,3.338948,4.825264,0,cluster1
805,2.742274,60.580069,58.267899,-578064.227168,4.427654,-53.113739,43.936938,-11.438932,9.766871,13.11708,0,cluster0
806,-9.032952,77.678187,82.195052,-788678.918858,-3.428255,-90.301115,87.647656,-2.854482,-4.119702,-1.112923,0,cluster0
807,-1.555457,436.058271,434.68518,-552017.726551,0.779591,-436.596235,431.227483,-0.351662,-3.473132,-3.685891,0,cluster0
808,-3.762141,48.796533,49.557264,-773861.28165,5.207193,-51.88784,54.338413,-0.754701,-2.55547,0.545671,0,cluster0
809,3.510436,46.045899,51.053471,-308866.23551,0.352197,-37.373431,42.977932,-6.997238,-4.514219,1.217594,0,cluster4
810,-1.080692,445.853,450.626943,-582097.090131,4.343447,-440.108302,440.257639,-8.807445,-4.227502,-4.188429,0,cluster0
811,7.615523,3.48349,-4.036111,-317275.555468,2.017057,-2.171752,-1.799191,-6.912137,-0.542091,2.240922,0,cluster4
812,-12.236458,336.175865,346.679054,-85802.82697,-3.273989,-342.017974,347.64622,0.482339,-3.722315,-3.24206,0,cluster1
813,1.323028,83.00443,86.333494,-687076.092904,-1.829709,-81.18791,79.889322,5.384536,-1.190693,-4.55525,0,cluster0
814,-2.517267,56.71601,54.262286,-700741.513156,-0.47502,-61.456597,60.176636,-0.599237,-4.500828,0.775067,0,cluster0
815,2.992559,140.021899,137.383138,-546460.764374,6.123737,-135.066913,129.046826,1.036834,-1.156361,0.712617,0,cluster0
816,0.236617,36.526429,31.060636,-719780.907916,-2.921163,-34.908971,36.366537,0.070354,-0.916193,3.393542,0,cluster0
817,-5.675846,22.648264,23.817039,-272830.585874,-1.227966,-16.846726,29.26412,2.895905,1.392963,9.910261,0,cluster4
818,1.864438,137.987469,149.020072,-756593.978981,-0.346159,-133.571965,137.22823,-4.662973,-4.27139,-4.272541,0,cluster0
819,6.971059,7.725207,1.562436,-126989.730821,-1.233746,-9.011812,4.813099,-7.869873,0.765238,3.745199,0,cluster1
820,7.00722,41.878205,32.984443,-281343.22018,2.505128,-40.894791,37.074463,-7.157734,-0.823372,2.103582,0,cluster4
821,3.079072,16.466442,7.424392,-194756.476783,-0.310599,-20.624408,18.508903,3.00052,3.530286,5.881175,0,cluster1
822,-3.093969,2003.557514,1994.443788,-652352.61479,0.039997,-1989.23003,1993.981494,-4.364182,-5.361683,-0.910944,0,cluster7
823,1.626236,91.244026,86.622387,-559840.929873,2.915664,-92.823986,97.519973,7.009378,4.119129,5.86016,0,cluster0
824,8.037868,-1.415479,-13.675638,-593010.126811,6.591704,-11.417223,-2.598573,6.807731,7.817449,5.22835,0,cluster0
825,-1.940509,105.888972,102.938184,-306186.213771,1.928298,-106.875354,106.199945,1.445489,-0.731385,-1.133093,0,cluster4
826,1.582294,32.135762,36.700825,-203260.4649,0.028096,-21.524527,27.024026,-3.039959,-2.221003,-0.427184,0,cluster1
827,0.076082,52.811863,58.267903,-272672.069134,-2.082324,-52.713295,53.307363,1.650668,2.593127,-2.507079,0,cluster4
828,-1.544801,109.28142,104.195254,-119033.361142,6.682235,-102.444826,101.65425,-2.780857,-4.356998,3.134334,0,cluster1
829,-0.516848,60.083006,64.037763,-680104.777293,-2.912499,-59.163914,57.181033,0.000094,-1.7457,-6.352393,0,cluster0
830,1.395357,-0.98986,5.334532,-307816.631523,-2.86289,-1.361887,2.974379,3.687233,3.597747,-2.7706,0,cluster4
831,-3.358647,1405.787236,1392.901853,-766892.217404,4.337449,-1408.344782,1397.986595,3.159945,-6.49341,7.374922,0,cluster7
832,1.377854,141.737178,140.156952,-733795.24439,1.32596,-136.9653,134.804835,-4.357017,1.115398,-3.907025,0,cluster0
833,9.742744,32.946772,28.262851,-425923.969051,-1.182251,-43.155687,29.523713,0.404138,5.063561,1.511167,0,cluster4
834,-2.858323,3.369895,-2.150654,-685772.077522,6.010933,-5.161101,0.064445,0.910489,-4.893026,-2.944293,0,cluster0
835,-4.988775,-3.320573,-3.554032,-516020.358189,2.653027,-11.826848,-1.531651,-3.774337,1.342444,1.104267,0,cluster0
836,3.898137,59.947226,48.638028,-659046.688407,-5.270859,-77.449784,62.452006,-2.079823,-1.94263,4.594454,0,cluster0
837,-4.008187,12.380017,15.711927,-764330.631071,0.085105,-19.89462,19.67835,8.391337,3.486934,-1.711991,0,cluster0
