,Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
67242,52428,-2.633342345,1.52666685,0.715742606,0.288004469,0.705609427,0.180281832,1.025345255,-0.93096609,1.313463413,3.08330532,1.378228537,-0.407110764,-1.309863455,-0.598578135,1.033947693,-0.710607607,-0.690576058,0.146115386,0.52185969,-0.074725575,-0.045587114,0.652655373,-0.150441537,-0.321538815,-0.407402295,-0.557019518,-1.918884289,-0.905936089,8.28,0
223491,143406,-0.157844124,1.13692823,-0.610239807,0.536475827,0.957213555,0.213690111,0.696156804,0.308938727,-0.347099701,-0.591714068,-2.052790116,0.462813232,0.943317155,0.175392823,-1.052015578,-0.557303532,-0.251524186,0.040919298,0.274524378,-0.181836822,0.358220077,1.211744497,-0.14561429,0.082424983,-0.517142622,-0.491331669,0.17466615,0.204778537,21.28,0
120851,75981,-1.809840557,0.361173007,1.323073866,0.357438057,-1.216202631,-0.674060004,-0.446576244,0.509162984,0.238237388,-0.476776156,-0.668743165,0.48084725,0.274286921,-0.089559135,0.250587451,-0.272552884,0.537544333,-0.167079176,0.841496806,-0.131000846,0.235486149,0.650606757,-0.273572402,0.860295323,-0.492887178,1.085899625,-0.711278351,-0.215610407,40.45,0
279763,169075,2.06263065,0.184975071,-1.997402473,0.383706047,0.544529571,-1.102515224,0.34714759,-0.40587849,0.508293865,-0.506116941,-0.823410465,0.284616113,0.963837292,-0.932573053,0.85872372,0.367498957,0.09792113,0.626388633,-0.185051821,-0.083832288,0.173610656,0.671189496,-0.136008715,-0.694226501,0.365651931,-0.065852802,-0.002054663,-0.03235384,26.2,0
277627,167761,1.936798645,-0.359496469,0.153887219,1.171523468,-0.788433886,0.170353719,-1.057025361,0.245467274,1.318390567,0.231146915,-1.152033842,-0.361992053,-0.612407674,-0.03562613,1.550143035,1.07359258,-1.076872917,0.913099305,-0.963584505,-0.248739635,0.262733924,0.784429601,0.243488306,0.606927445,-0.346451628,-0.63951231,0.076056844,-0.011424945,8.8,0
166987,118424,-0.496179915,-0.089468026,1.145228545,-1.464679676,0.050529301,-0.170223099,0.366873663,0.047213446,-1.128013023,-0.106216652,-1.36683258,-0.552795341,-0.241813697,-0.084977636,-0.267771088,-1.417408169,-0.068204612,0.628128136,-0.530380537,-0.344438656,-0.777437644,-1.963598512,0.328458612,0.504169271,-0.583857,0.053285137,0.051540132,0.142055034,56.49,0
78936,57780,-0.569369269,0.751228515,1.263003237,1.404833337,-0.374793925,-0.151368603,1.159212542,-0.067467325,-0.329992898,-0.178013031,-0.90882693,-0.027233214,-0.185111891,0.013604802,-0.013396113,-0.879625071,0.32526755,-0.150620592,1.070829632,0.447235914,0.009247185,0.130815711,0.120196103,0.335392196,0.040855803,-0.253814709,0.367166834,0.216294124,141.53,0
203483,134839,1.909803379,-0.348958392,-1.823846428,0.471340548,0.291648978,-0.658828015,0.35344982,-0.14852298,0.310563889,0.30933598,0.539827886,0.172516228,-1.76449265,0.937534865,-0.939416182,-0.283441241,-0.263344311,-0.077718593,0.417633869,-0.166468679,0.044277181,0.034332093,0.054196995,0.774760227,0.12304931,0.321537886,-0.115124571,-0.067952769,74.75,0
235729,148516,1.864541049,-0.330120621,-1.853405202,0.375159626,0.019333778,-0.773191252,-0.053870011,0.011063275,1.109704422,-0.698793118,0.637284287,-0.288351689,-2.383693873,-0.953961535,-0.496000659,0.368944424,1.008277406,0.871534279,0.43765529,-0.176986169,-0.204514524,-0.601923511,0.107549382,-0.580507252,-0.164060064,-0.082058919,-0.032610585,-0.025573794,74.44,0
214203,139576,-0.523173882,-1.155917867,0.112203384,-2.017783932,0.75864318,-0.240801233,-0.318610929,-0.071960188,-2.875336669,1.263021939,0.053368987,-0.512432876,1.096677128,-0.191920157,-0.871683394,-1.130954142,0.49085982,0.995312903,1.404738656,0.209684627,0.362648543,1.26619714,-0.308079169,0.175820518,0.552599982,0.465223058,0.074456001,0.124641672,61,0
66749,52207,-0.589435183,0.062730132,2.268709248,1.433573725,-0.941320921,1.287140533,-0.278195932,0.425428262,1.4076266,-0.514615032,-2.587858424,-0.635239111,-1.519895865,-0.926427229,-1.248877156,-0.55297881,0.313632944,0.499828446,1.30753629,-0.140145593,-0.012273583,0.41464875,-0.206676315,-0.430104802,-0.329149481,-0.183779631,0.18752496,0.134488546,100.98,0
222681,143080,0.166232459,0.864031196,-0.398742911,-0.412338998,1.604878149,-0.889155268,1.604576906,-1.085182285,0.493610283,-0.049129651,-0.771436559,-0.468820795,0.657456547,-1.818977652,0.796480491,-0.025523264,-0.126177459,0.805693142,0.133423338,0.064174761,0.138275848,1.021096551,-0.319392044,-0.771035457,-0.355206747,-0.233019041,-0.734388527,-0.539220792,1.4,0
168078,119056,2.052734675,-0.075676045,-1.098742423,0.407974208,-0.12220793,-1.176484577,0.192072178,-0.3322178,0.546849397,0.070416394,-0.798253191,0.411765093,0.06325267,0.275914123,0.046824429,-0.08569954,-0.309494158,-0.846507031,0.167109627,-0.208587054,-0.289101816,-0.715274256,0.326420691,-0.024237856,-0.293247611,0.199027596,-0.072257243,-0.059335899,8.99,0
255542,157277,-0.408442231,0.719537034,-0.03332922,-0.973088448,1.093311885,-0.491419496,0.948092282,0.035280995,-0.360320243,-1.151888197,0.809770212,0.093090584,-0.744666039,-0.831857617,-1.142028411,0.571580838,0.111993879,0.880195583,-0.802559793,-0.106624247,0.380989872,1.078208755,-0.274902406,0.674547218,-0.151387274,0.564312272,0.088922651,0.185981974,27.4,0
80916,58714,-2.214069283,-1.087529447,2.640566072,3.561638782,-0.635148832,2.350708826,-0.250362199,0.756588397,0.132920148,0.508922627,0.420710454,0.15455115,-1.670296902,-0.554180004,-1.228487944,-1.060999288,1.228253715,-0.403901588,1.135601628,0.003932523,-0.158983401,0.180677923,-0.079509285,-0.234860676,-0.018037231,0.3821288,0.585678033,0.023463984,356.37,0
80786,58651,-0.359247714,0.912883838,1.126987797,1.047447256,0.339983624,0.33305424,0.453986133,0.254020779,-0.26643476,0.157432271,-0.139486892,-0.305983675,-1.571441557,0.433230103,-0.511193143,-0.422160255,-0.112933766,0.715716923,1.693777642,0.104438107,-0.082876539,-0.00580669,-0.283350725,-0.525707889,0.01118158,-0.213813646,0.399174033,0.185946157,6.12,0
117220,74588,-3.549957767,-1.796413163,0.990835415,1.333051747,-1.806978814,0.964123849,-0.493811404,1.147327772,-1.285965213,0.262684023,0.55845571,1.24128359,0.856087397,0.095330183,-0.554556104,-1.83113226,0.926722152,1.431485978,0.201816191,0.059812872,-0.349829417,-0.694951679,-0.301200029,0.069062968,0.108194802,-0.242277841,0.612186127,-0.442987201,377.59,0
97975,66465,1.17128472,0.171050401,0.395948251,1.396396591,-0.20309368,-0.197262544,0.018031971,0.023772727,0.392452225,-0.103392958,-0.650424931,0.17422417,-0.799725367,0.197878737,-0.021125994,-0.692284911,0.301660115,-0.896993952,-0.362041297,-0.240417317,-0.111690253,-0.109184948,-0.050744335,0.076392277,0.641951087,-0.310185018,0.036195589,0.013975697,4.77,0
179407,124064,-0.609488007,-0.149993113,1.348549465,-3.202694223,-0.356991374,-0.322717499,0.018767697,0.03835679,-2.475705215,0.766293134,0.30509906,-0.49630239,0.427788728,-0.435432202,-1.467762326,-0.254113878,-0.01527348,0.408089997,-0.366172734,-0.208884774,-0.18466934,-0.043084521,-0.462185851,-0.411302008,0.778249714,-0.098195015,0.263048132,0.090860869,6,0
247764,153683,-0.681762348,-0.175800722,1.952751215,-2.21130409,-0.972873089,0.480452123,-0.761630149,0.527961155,0.386525166,0.203631782,-0.283355114,-0.474012551,-1.15537605,-1.05255537,-2.273129736,1.323059456,-0.043618043,-0.592546568,0.448349042,0.161873962,0.156478774,0.766089157,-0.208290011,-0.401139683,-0.256347925,-0.274316904,0.528559555,0.262850251,3.2,0
74097,55426,-0.610496594,0.969644156,2.326591362,1.178274513,0.155340781,0.803199854,0.137416232,0.363235833,-1.397852215,0.287774886,1.047738805,0.129109181,0.104973339,0.152369127,0.642186232,0.604747026,-0.432816606,0.290705565,0.023576992,0.085451461,0.219279247,0.586619438,-0.326836381,-0.236169104,0.000802564,1.194424515,0.013176277,0.052720639,3.58,0
271339,164529,1.815286567,-1.382947715,-1.598606639,-0.927607752,-0.577255446,-0.617925771,-0.271815618,-0.216038754,-0.761274685,0.954134825,1.052714553,-0.056091637,-0.014460384,0.264584085,-0.253804684,1.16546286,-0.114693827,-0.678430257,0.627899704,0.38684764,0.609695058,1.262709822,-0.152656235,0.830044913,0.096671233,-0.000323729,-0.081902096,-0.034149937,206.1,0
227110,144939,-0.088354468,0.690088688,-0.598817459,-0.766819077,1.219518569,-0.069455256,1.310142007,-0.240201373,-0.092867089,-0.391509049,0.665138964,0.387322074,0.213392313,-1.146636811,-0.862556479,0.615905538,-0.219094547,0.412103508,0.279447836,0.101567206,-0.374664728,-0.761836517,0.196604508,-0.009360165,-0.357483742,0.094684948,-0.028833664,-0.192363333,69.99,0
5357,5292,1.238845104,0.334215933,0.308136066,0.712541547,-0.166144085,-0.534028214,-0.183805528,-0.059019791,1.232319266,-0.45456135,2.110650089,-2.226281501,0.837727825,1.523132476,-0.209610024,0.79008574,0.412175467,0.701451332,0.020428529,-0.165916504,-0.419759909,-1.047326786,0.099261079,-0.13093213,0.173454661,0.06239471,-0.060647326,0.008728181,1.98,0
147832,89044,0.174144071,0.770265455,-0.144082974,-0.151109566,0.73706794,-1.200145142,1.286483986,-0.478932895,0.04269727,-0.833769581,-0.480423014,-0.712063384,-0.711438997,-0.88174882,0.881888999,-0.075641341,0.451886539,0.674598186,-0.205209045,0.01658335,0.251779337,0.92785604,-0.222435615,-0.096544839,-0.129404919,-0.126104157,-0.075847873,-0.130866227,40.88,0
55188,46827,-3.195316592,-7.629962614,-1.276717697,1.938020109,-3.000740496,1.885083385,1.914150529,-0.074177727,0.867095655,-1.471123888,1.233627469,1.87430492,0.730439303,-0.140863812,-0.823941189,-0.50409316,0.67119985,-0.532244946,-0.633842124,4.390548087,1.403512026,-0.522048445,-1.98223209,-0.024104671,-0.603149319,1.001503753,-0.408489093,0.378620671,2216,0
209509,137595,2.061479869,-0.164670589,-1.093731277,0.433756783,-0.291188224,-1.257500578,0.075232032,-0.244190105,0.784242722,0.120709046,-1.007135925,-0.412908178,-1.544192863,0.595569969,0.215563582,-0.032504165,-0.193035935,-0.675539927,0.153774117,-0.328662214,-0.307459112,-0.828758097,0.361046563,0.002297249,-0.353748098,0.200820334,-0.081128624,-0.063384913,1.29,0
62618,50345,1.240589875,0.194946282,0.108842599,0.619981994,-0.064134914,-0.527643459,0.199515613,-0.159985214,0.07210831,-0.174601093,-0.228730602,0.716054129,0.498815273,0.099820853,0.240921907,-0.649836383,0.231212675,-1.156306263,-0.232659409,-0.123823851,-0.034654649,0.126974168,-0.084181079,0.165345311,0.612583777,0.582175161,-0.031793948,-0.001476927,0,0
139972,83455,-0.49033676,0.38363096,1.890222475,-0.466101444,0.037521758,0.400014138,-1.475351956,-1.245460601,0.466421207,-0.416575879,0.163308893,0.55001215,-0.466472425,-0.006579581,-0.370877734,1.037219293,-0.927389066,0.73762663,-0.375149749,-0.450486578,1.563070063,-0.550236393,-1.255211769,-0.427006108,1.25806813,0.633932234,0.118747727,0.156289874,0.01,0
161508,114257,1.95343018,0.069704671,-2.059441081,1.081196227,0.700639382,-0.911790855,0.717919774,-0.317153463,-0.229124541,0.550096561,0.340874173,0.15044888,-1.140606736,1.197222741,-0.365270043,-0.022746827,-0.801322926,0.365025767,0.074016406,-0.213577349,0.163420535,0.378974331,-0.121297034,-0.518131732,0.451775433,-0.476777404,-0.053666389,-0.070934021,60,0
277363,167610,-1.946845387,2.670190321,-2.477998309,-0.023286931,-0.98656498,-1.679274913,-0.836395272,1.737930785,-0.505504222,-1.475004527,-1.262828154,0.304222601,-0.150477123,0.577897315,0.570296151,0.627461217,1.361379192,0.942369414,-0.227745389,-0.604995114,0.535923923,0.906874149,0.089406609,-0.046838142,-0.271093216,-0.180534572,-0.789816533,-0.127904697,2.44,0
258804,158829,0.155670494,0.983779737,-1.133650821,-0.01296568,0.158107929,-1.339051471,0.623761353,0.163780926,0.001498155,-1.119827878,-0.970713844,-0.697118292,-1.013994638,-0.312836781,0.777610359,0.307193634,0.59329879,0.904679873,-0.196718143,-0.235933985,0.325205666,0.830063701,-0.019391277,-0.213335956,-0.27244092,-0.14024286,-0.087230514,-0.048111084,42.81,0
127997,78556,1.232468135,0.431373428,0.500071562,1.100624032,-0.258027912,-0.860156471,0.200748784,-0.263368874,-0.148237731,-0.042898506,-0.137761289,0.935655192,1.382014897,0.06400728,0.874486522,0.110684577,-0.552180458,-0.33101346,-0.381917634,-0.051830231,-0.038101068,-0.018722594,-0.036014899,0.416250634,0.587263223,-0.443598925,0.031028296,0.028708127,4.99,0
50730,44617,-0.213023132,0.790536203,1.700320255,1.060569975,-0.692827325,0.946652288,-1.53643468,-2.382480184,0.09111578,-0.891633194,-1.57317187,-0.262193819,-0.782140205,0.337560211,1.06788551,0.456570417,-0.259997016,0.581128958,0.447981708,0.649379033,-1.371618376,0.153172024,-0.268863081,-0.471204995,1.269564994,-0.115736443,0.077315066,0.186001928,1,0
126099,77931,1.317377278,0.376166933,-0.032785865,0.49003751,0.08948191,-0.579349829,0.106747158,-0.182482093,0.003173745,-0.297937713,-0.719110632,0.263290394,0.94710012,-0.452338266,1.092231545,0.696337021,-0.343329234,-0.095891099,0.11440579,-0.018376178,-0.336686001,-0.937083766,0.019375353,-0.480006289,0.347867163,0.144639272,-0.0202687,0.023403275,0.99,0
37862,39142,-0.392979717,-0.288839835,1.776785963,-1.663911412,-0.573493133,-0.605328881,-0.421514148,0.083663857,-0.741166812,0.053628656,-1.155650402,-1.429798587,-0.402722887,-0.449928531,0.594105389,1.757077604,-0.312599721,-0.479709075,-0.0319293,0.11100341,0.489167889,1.204549392,-0.162604088,-0.104674209,-0.329085191,-0.22440146,0.147951889,0.15937363,19.99,0
46370,42760,-0.95467584,0.072682484,1.536600262,1.24749794,1.073094276,-0.342715888,-0.005765326,0.202030838,-0.994974709,0.061831327,1.471527158,0.878095474,0.42368925,0.483461276,0.772418465,-0.475694045,-0.08867839,0.256228168,0.579745104,0.319153388,0.353020175,0.811833816,0.002403623,0.036949837,-0.187842707,-0.198885558,0.143476213,0.155276743,23.88,0
211365,138382,-0.9897146,0.604121447,-0.284062238,1.149744972,0.779082675,-0.797929024,1.710759773,-0.462383864,-0.458176746,0.203784611,-1.062194559,-0.207595277,-0.36423669,0.415493773,-0.209169313,-1.140280332,0.150361038,-0.358300575,0.814972774,-0.251993137,0.031715851,0.692069607,0.070612766,0.012211142,0.102703605,-0.373864616,0.344841415,0.192681376,128.85,0
211310,138356,-0.708189839,-1.278299633,1.950839887,-0.880215426,-0.282633647,0.006002599,-1.374532683,0.490272704,-0.157011303,0.281557689,-0.229078497,-0.864334093,-1.653415217,-0.526853916,-1.277618325,0.689397094,0.643743619,-0.392722249,2.386116673,0.329078361,0.174686311,0.363717521,0.039248715,-0.354467995,-0.498980112,-0.133635246,0.161716284,0.161887826,15.29,0
24110,33072,-0.840299054,1.016701848,0.98392907,-1.648990362,0.772094514,-0.158746729,1.048794677,-0.625722115,0.589914238,0.378660777,-0.633985678,0.006949356,0.822120532,-0.772871271,0.718622737,0.16339528,-0.952049525,-0.816040348,-0.736003345,0.112591478,-0.083029875,-0.081413543,-0.185359571,-0.699429772,-0.269445112,0.710254232,-0.946377679,-0.378660732,2.23,0
283803,171889,-1.583533682,1.264266939,1.645706963,-0.752118239,0.191953524,0.2167033,0.588375428,-0.310069996,0.964092056,0.27248914,-1.014255928,-0.410934887,-0.387408088,-0.582425313,0.888149358,-0.125358706,-0.592616622,0.078276207,0.531856476,0.052741534,-0.172343294,-0.594407326,-0.262624908,0.523881323,0.274863901,-0.553462524,-0.960513842,-0.0314738,14.99,0
11855,20379,1.205845236,-0.275267997,1.173405381,-0.434297964,-1.321738431,-0.965230056,-0.656483102,-0.127022217,3.110668613,-1.450520609,0.769515287,-1.755837878,1.359046561,1.344630189,0.532464002,-0.556771463,0.716868164,0.379566717,0.227654843,-0.169311461,-0.136953405,0.067271597,0.009058914,0.670127546,0.423330221,-0.745933317,0.064086405,0.033681425,11.85,0
47250,43149,-1.974169125,1.175466769,0.896225995,-0.894549021,-1.206623842,1.365726181,-2.560496084,-4.409160321,0.272795422,-2.389009439,-1.798077011,0.154701338,-1.811814612,0.65953922,-0.754960209,0.522326425,0.450974009,-0.582028223,-0.744970465,0.85707868,-2.691055249,0.358746909,0.309730321,-0.436689676,-0.260218038,0.820904478,-0.161856826,-0.063094795,59.01,0
108887,71120,1.143271313,-0.58329807,1.511874385,0.875293466,-1.539066702,0.046690532,-1.002326717,0.171303605,-0.289035936,0.605546693,-0.309977295,0.502483284,0.364221806,-0.480865496,0.185283989,-1.837465112,0.457893882,0.635532511,-1.592956825,-0.543764014,-0.349746624,-0.339575654,0.157212076,0.564371643,0.151794834,-0.396922309,0.11172621,0.048636366,28.19,0
71676,54399,1.101943516,-0.167254104,0.579801577,1.078540526,-0.098844407,1.050614491,-0.48717984,0.341279155,0.620779323,-0.125099288,0.228770836,1.20275682,0.246544655,-0.248077105,-0.980527714,-0.254552592,-0.260933505,0.010512252,0.266233569,-0.085115437,-0.004641298,0.261678154,-0.22610447,-0.79831166,0.691379059,-0.21436834,0.06804112,0.009499908,30,0
181200,124871,-0.246900483,0.787674857,-0.317087807,0.608724689,1.959167998,0.297732562,1.450573666,-0.350054866,-0.823040732,0.291712367,-0.078597883,0.365729363,0.245505922,0.317980618,-0.953646565,-0.7697968,-0.594338568,0.469968039,1.51118832,0.058409366,0.10355805,0.626355588,-0.252882764,-0.119908282,0.105402024,-0.430765991,-0.0913469,-0.051248215,26.18,0
62241,50194,-2.54494408,-1.132272807,1.825940017,1.312501153,0.252555337,0.024023316,0.024921272,0.331670633,0.14647109,-0.437497387,-1.52636867,-0.315211701,0.227432874,-0.304089713,1.068246932,0.298148679,-0.410357623,0.705960876,0.996836713,-0.230877667,-0.13975783,0.281437454,1.33934376,-0.487884312,0.738812059,-0.17982622,-0.001630572,-0.424551054,133.3,0
2042,1580,0.264001113,1.303469597,-0.14206042,1.35732819,0.1347379,0.095761876,-0.89524245,-2.59062368,-0.997668156,-1.116336474,2.29302969,1.272648599,0.332056954,-0.787704789,0.717029809,0.374058142,1.274212935,0.596774476,-0.461584264,0.65519718,-1.219661534,0.60481393,-0.001255094,0.101685922,0.70370749,-0.235896989,0.076524056,0.174771667,1,0
197721,132144,2.019912817,0.300952431,-2.56718998,0.417016519,1.008334449,-1.140969167,0.815000669,-0.437358484,-0.065466456,-0.383459302,1.08568295,1.238798113,0.71615276,-0.592297167,-0.814452905,-0.288140349,0.454382502,0.384162189,0.328842968,-0.102568964,0.123530378,0.570188284,-0.187029135,-0.492108577,0.593292,-0.063638469,-0.037463929,-0.055361271,30.2,0
3136,2711,1.096929672,0.09242735,1.057187499,1.163334502,-0.723693119,-0.33578232,-0.329281975,0.070942995,0.326353521,-0.095133612,0.123732192,0.409935867,0.002153371,0.172398881,1.529776638,0.108763578,-0.214427057,-0.498060372,-0.981264639,-0.133809801,0.001128187,0.010037535,0.112949982,0.380002436,0.195619416,-0.504445457,0.062272144,0.040237642,23.4,0
248043,153781,-0.923054135,-0.220292095,0.340790336,-1.124044076,0.631114638,-0.454723922,1.081401189,-0.324447937,0.741937412,-0.36327916,0.23655788,0.14528904,-1.390907752,-0.028223134,-1.373961847,-0.01129661,-0.814462497,-0.001956912,0.013634436,-0.546626455,-0.228425432,-0.222657476,0.140765275,-0.420071048,0.226428502,-0.211791297,-0.556144132,-0.206132844,75.47,0
23119,32600,-0.331744119,1.391074689,1.350570157,2.880372078,-0.489106094,0.001653701,0.09502195,0.546707328,-1.797789117,0.689233645,1.234233654,0.454736287,-0.097245711,0.837274789,0.50075953,0.381618028,-0.060173128,0.293765542,1.022513581,0.031040147,-0.11524038,-0.601736444,0.322166754,0.475286594,-0.774526622,-0.229244188,-0.051400814,-0.00557266,34.19,0
257145,158026,-1.401864516,0.574414179,-0.699218351,-1.699827529,2.89966487,3.475991099,0.1671048,1.29806858,-0.776928708,-1.039021181,-0.379846398,0.056904257,-0.39045788,0.666057129,-0.046268749,-0.255127372,-0.095982235,-0.792042207,0.11345365,-0.055763726,-0.174852567,-0.858522869,-0.258559338,0.7204683,0.646053056,0.41360538,-0.290968039,-0.038218879,29.87,0
70763,54006,-1.050179873,0.780230586,2.073707955,0.923517818,-0.807914266,0.71162524,-0.181533715,0.797763766,-0.068170728,-0.827611339,-1.189033625,-0.53635854,-1.008177989,0.266956587,1.225919866,-0.105875728,0.277833175,0.213126002,0.29352136,-0.003651085,0.122567704,0.205603362,-0.069149066,-0.314451132,0.204326953,-0.210588367,-0.012944897,0.026087783,75.06,0
170417,120173,2.114780444,-0.567401829,-1.574231992,-0.103849208,-0.706623812,-2.10045665,0.273712832,-0.582535193,-0.768763734,0.98318487,-0.442000385,-0.340728959,-1.109253138,0.708373988,-0.423207598,-2.355009944,0.57293204,0.386095223,-0.937570191,-0.686740488,-0.203951551,-0.03145124,0.154453605,0.949662189,0.074838995,0.772371224,-0.107369517,-0.070227063,31.67,0
121434,76190,-3.067180534,2.256477833,-0.378120364,-1.196278726,-1.400683696,-0.613516415,-1.217571555,-1.20390368,0.184774756,-0.386011002,-0.443543289,0.556834484,-0.505294633,1.001925999,0.5772243,0.474097994,0.446191082,-0.833215373,-1.266813457,-0.898790293,2.397223872,-0.876875996,0.476474727,0.383782955,-0.222652087,0.756130212,-0.47385952,-0.048802809,22.97,0
76971,56821,0.978889855,-1.972609098,0.767680893,-1.101115582,-2.272258002,-0.596542349,-1.085773025,-0.129313223,-1.473280763,1.284730901,-0.53263694,-0.963746169,0.478087112,-0.495467743,1.000977493,0.046510135,0.336331162,0.393885996,-0.53232351,0.203696537,0.012553769,-0.166899694,-0.139606677,0.378582461,0.068334849,-0.24757759,0.013834159,0.079000636,272.65,0
16309,27699,0.939168151,-1.032568401,1.835465652,0.536153288,-1.459580719,1.658592486,-1.635419855,0.808848191,1.971191194,-0.518763597,0.624151426,1.166161023,-1.098475825,-0.865339627,-1.417278782,-0.710274849,0.762159637,-0.515489031,0.017643418,-0.142860836,0.154991345,0.895950732,-0.076403833,-0.16755588,0.117442675,1.094052652,0.052862035,0.010228428,41.22,0
123839,77084,0.929458605,-0.302833309,0.536274374,1.37358122,-0.835714013,-0.722208337,-0.003686412,-0.045551071,0.391476749,0.015731936,-0.694480101,-0.743708841,-1.711092951,0.613928248,1.31460835,0.469594337,-0.442882774,0.156102323,-0.503888324,0.04503737,-0.011084948,-0.435433472,-0.072583964,0.326007127,0.297557247,-0.488468292,-0.005401973,0.053140009,150,0
236625,148887,-0.106929689,1.244002312,-0.010788281,0.955653642,0.865710212,-0.821167728,1.354913967,-0.234610278,-0.515197439,0.030569974,-1.305005016,-0.612778436,-1.175274695,0.669408081,-0.213108152,-1.152497429,0.222363723,-0.232794471,0.787827034,-0.013060819,0.095845466,0.578328424,-0.300714542,-0.090726434,0.002142386,-0.367494692,0.435828555,0.240034612,4.6,0
254497,156759,2.054664614,-0.092694531,-1.237121959,0.185549858,0.169388795,-0.610930092,0.08762717,-0.171543059,0.276348307,0.235817407,0.574809458,1.104375097,0.315009432,0.39303823,-0.653432171,0.21810479,-0.726322329,-0.250080791,0.613617594,-0.183370862,-0.266451329,-0.653192711,0.266607193,-0.485801969,-0.25612849,0.207234067,-0.073373035,-0.074540352,0.99,0
12111,21048,-2.475018375,1.645698374,0.185541405,-1.841885664,-0.926598165,1.421055553,-2.323198748,-0.838355691,0.228907781,-0.517873074,0.499698155,-1.426542104,3.3214439,1.347375971,-2.280077746,1.553394588,1.132503409,-0.422718022,0.244358186,-0.637547944,2.625699069,0.224290344,0.075614846,-1.361716228,0.301139132,-0.120328432,-0.157783628,-0.03558888,0.8,0
225611,144316,-1.076688316,-0.792978664,1.564861305,-0.955001261,-0.610397133,1.140571396,-1.36439678,1.004296468,-0.365183304,-0.218864122,-0.909021236,0.496935257,0.167455045,-0.590053671,-1.835711195,-1.238301025,0.02994438,2.055415091,0.414218113,-0.268843077,-0.268568965,-0.420001888,0.001856779,0.106306071,-0.466531501,0.59926274,0.037668462,-0.010964374,40.95,0
274828,166231,0.112242737,-0.147675981,1.374059366,-0.57706159,-0.330683094,1.456582788,-0.1400156,0.205132099,2.018791311,-0.745502281,-2.58922124,-0.349578161,-0.281767524,-1.279910932,-0.575290323,0.351114106,-0.917862325,0.856036359,0.131067608,-0.103931259,0.107672195,0.777207621,-0.169830598,-0.300395187,-0.353522165,-0.284281487,-0.142006863,-0.219589207,78.03,0
150538,93613,-0.384106803,1.01093153,0.701829687,-0.547105062,1.067639464,-1.131361584,1.11160508,-0.445799272,0.772358657,-1.229776664,0.118022974,-1.967257648,2.915828687,1.572919509,-0.550894992,-0.295458701,0.022336577,0.2621662,-0.497196809,-0.071349593,0.189779441,0.88652262,-0.427278591,-0.096209454,0.284865056,-0.172624721,0.091806548,0.135945322,0.75,0
227106,144937,-0.926054186,1.27828302,0.793022787,-0.7479356,1.00446631,0.168092199,1.116505131,-0.207655517,-0.237357572,0.434571204,0.011582304,-0.020517636,-0.274461315,0.044509667,-0.231827937,-0.09582999,-0.714137707,0.219044288,1.680975621,0.367020491,-0.402741548,-0.902142258,-0.434358847,-1.100476818,0.551460932,0.478770929,-0.109527566,-0.081023785,2.99,0
42267,41024,-1.456827692,1.391144535,0.703044076,0.519581693,-1.017337247,0.195072168,-0.645860478,1.006855873,-1.667218026,0.954063395,0.81236005,1.073272527,0.379871788,0.513090781,-0.729479849,-2.406664389,1.012062511,1.103231193,0.142036634,-0.394033286,-0.243722004,-0.173906024,0.066952474,0.191859085,-0.174751861,-0.267945542,0.037987452,0.131051029,0.02,0
113714,73176,-0.338654098,1.140309453,1.295569582,0.059738007,0.040118092,-0.981369064,0.712766142,-0.076644351,-0.405014296,-0.512555407,-0.203792618,-0.042848745,0.189257803,-0.443811106,0.886329342,0.380355057,0.002726744,-0.146246329,-0.089391298,0.115723455,-0.26401942,-0.684219559,-0.019253774,0.330794122,-0.158059191,0.071998105,0.246539594,0.098299994,1.99,0
278892,168508,-0.343991116,1.475546821,0.349266078,1.211181346,-0.510324998,-1.281538426,0.455646967,0.011872558,-0.737316886,0.100004264,0.206215375,0.822183065,1.21068243,0.648328641,1.762113857,-1.510486262,0.8674527,0.083585124,2.085689224,0.248074497,0.463618342,1.563283975,-0.107122075,1.032006126,-0.465199611,0.211400874,0.238457627,0.208166725,7.84,0
130537,79374,-1.896832761,1.341478436,0.132961213,3.268930227,-4.230114871,2.852030892,1.487306628,1.130155576,-1.110558371,-0.101430014,0.579066689,0.884236384,-0.084085717,0.535419511,-0.69486886,0.114715496,0.847890723,0.044019592,0.963464134,-0.965943748,-0.04504365,0.466595565,0.441673989,0.274395406,-1.123283741,-0.000635594,0.047247993,-0.267356922,636.86,0
169883,119911,-0.283984411,-0.009724448,-0.392931611,-2.294147747,0.65939465,-0.988781611,0.78832105,-0.12950916,-0.862093201,0.122539015,-1.782181705,-2.089605786,-2.275077713,0.274566966,-1.218559571,0.676060993,0.23740895,-1.37372533,0.311919193,0.062931863,0.218312058,0.536576019,-0.167514999,0.451617854,0.028728118,-0.216288923,0.324533219,0.226703875,34,0
