@relation csv_result-credit_edit20_clustered

@attribute Instance_number numeric
@attribute id numeric
@attribute source_0 numeric
@attribute source_1 numeric
@attribute source_2 numeric
@attribute source_3 numeric
@attribute source_4 numeric
@attribute source_5 numeric
@attribute source_6 numeric
@attribute source_7 numeric
@attribute source_8 numeric
@attribute source_9 numeric
@attribute source_10 numeric
@attribute source_11 numeric
@attribute source_12 numeric
@attribute source_13 numeric
@attribute source_14 numeric
@attribute source_15 numeric
@attribute source_16 numeric
@attribute source_17 numeric
@attribute source_18 numeric
@attribute source_19 numeric
@attribute class {0,1}
@attribute Cluster {cluster0,cluster1,cluster2,cluster3,cluster4,cluster5,cluster6,cluster7,cluster8,cluster9,cluster10,cluster11,cluster12,cluster13}

@data
736,737,-0.017783,-0.035448,-0.066122,0.008907,-0.017392,-0.003558,-0.013839,0.027499,0.003461,-0.000079,0.03014,0.006763,-0.035375,-0.009977,0.089408,0.017759,0.007629,-0.01936,0.020094,0.000294,0,cluster12
737,738,-0.031752,-0.045693,0.020147,-0.006186,-0.039515,-0.006179,-0.013212,0.014077,-0.009996,0.009568,-0.07587,-0.04898,0.051174,0.001411,0.041368,0.027186,-0.001461,0.030611,0.006081,0.017489,0,cluster7
738,739,-0.010696,-0.007492,0.008838,-0.02503,0.01706,0.026439,-0.018711,-0.027941,-0.006945,0.001604,0.004084,0.005839,0.000331,-0.00267,-0.000106,-0.037394,0.01901,-0.019484,0.016925,0.019137,0,cluster3
739,740,0.004935,0.002339,-0.031834,0.020825,0.00375,0.013598,-0.007792,0.044845,0.024552,-0.051421,0.013215,0.014321,0.059061,0.031329,-0.020261,-0.020833,-0.00764,-0.015567,0.006058,0.000072,0,cluster3
740,741,0.003969,-0.013546,-0.023126,0.034734,-0.037191,-0.009148,-0.015033,0.04951,0.00928,-0.014873,0.005594,0.025026,0.01572,0.032703,-0.022344,-0.019859,0.002047,0.001077,0.027767,-0.031332,0,cluster9
741,742,-0.051594,0.050709,0.057961,0.004648,0.028193,-0.070222,0.011718,0.036415,-0.001808,-0.007833,-0.004352,0.008943,0.061138,-0.019115,0.036299,0.030556,0.005053,0.025542,-0.017215,0.033448,0,cluster7
742,743,-0.00315,-0.046796,0.029043,0.019036,-0.02272,0.036337,0.001634,-0.005521,-0.038446,0.019639,0.072064,-0.007722,-0.025756,0.011848,-0.016658,-0.015396,0.035817,0.003226,0.079242,0.024613,0,cluster12
743,744,-0.006067,-0.022465,-0.013923,0.033555,0.028831,-0.000425,0.013691,0.003237,-0.006482,-0.005947,0.008831,-0.011254,-0.026855,-0.005432,0.022303,-0.010577,0.021127,0.024528,-0.038945,-0.021591,0,cluster3
744,745,0.003564,-0.015131,-0.000566,-0.003316,-0.018108,0.000674,-0.023976,0.001529,0.003056,-0.047975,-0.024268,-0.016711,0.026149,0.02633,-0.018062,-0.022045,-0.009981,0.006815,0.017269,-0.020107,0,cluster9
745,746,0.011632,0.025105,-0.036738,0.040822,0.024227,0.012775,0.013444,-0.021356,0.000137,0.003294,0.023069,-0.004344,0.049515,0.02821,0.041109,0.013967,0.003047,0.005865,-0.012585,0.02209,0,cluster3
746,747,0.028012,0.002663,0.023608,-0.014732,-0.043203,0.043915,-0.019755,-0.004728,-0.02038,0.013149,0.054849,0.03259,-0.003572,-0.010261,-0.034505,0.029396,-0.014656,0.001964,0.016311,0.00917,0,cluster12
747,748,-0.008014,0.001576,0.021148,0.008699,0.012351,0.018056,-0.002478,0.024352,-0.027385,-0.002864,0.031502,0.033934,0.009721,-0.005123,-0.018606,-0.043941,0.025852,0.001865,0.02566,0.019332,0,cluster12
748,749,0.000735,0.006707,0.031119,-0.025646,-0.028289,-0.001991,-0.021727,0.020937,-0.028909,0.024099,-0.025388,0.004686,-0.003533,-0.01764,0.055413,0.070176,0.035444,-0.043326,-0.02576,0.003439,0,cluster7
749,750,-0.001627,-0.010523,0.004805,-0.032634,-0.019088,0.03305,-0.029036,0.014522,0.015004,0.00988,0.013326,0.004211,0.002747,0.021106,-0.01912,-0.027171,0.004955,-0.009204,0.018728,-0.007258,0,cluster3
750,751,-0.037312,0.062525,0.067251,0.008802,-0.006233,-0.037748,-0.024039,0.048201,-0.020951,0.045847,-0.036691,-0.018564,0.061053,-0.012832,0.036776,0.030284,0.006512,0.051363,-0.024406,-0.001054,0,cluster7
751,752,0.000167,0.023313,0.047637,0.048722,-0.01652,-0.026544,-0.052155,-0.021704,-0.016127,0.05524,0.053252,0.013622,0.027694,0.023099,0.014238,0.010875,0.01887,0.027159,0.018501,-0.02593,0,cluster12
752,753,0.032749,0.04664,-0.001868,0.002522,0.016961,0.003725,0.035126,-0.003503,-0.013761,-0.012206,0.029179,-0.004259,0.022654,-0.023562,0.032747,0.002547,0.004245,0.039053,-0.012411,0.026906,0,cluster12
753,754,-0.012032,0.044379,-0.006864,0.00785,0.023631,-0.052234,-0.018926,0.015993,0.043826,-0.024868,0.027651,0.030468,0.042097,0.019538,0.026389,-0.009611,-0.007321,-0.029617,-0.019491,-0.032544,0,cluster9
754,755,0.013933,-0.013108,-0.015913,0.024908,0.002023,-0.00143,-0.019061,-0.010449,-0.021337,-0.006479,-0.013065,0.013613,0.04066,0.019281,-0.002345,0.004899,-0.004604,0.003936,-0.027121,-0.019493,0,cluster3
755,756,0.020821,-0.012468,0.003966,0.015896,0.006668,-0.017432,0.003587,0.030851,-0.048507,-0.000536,-0.04446,0.019406,0.01364,0.027634,-0.010338,-0.040624,0.021138,-0.015916,0.005147,0.002646,0,cluster12
756,757,-0.025393,-0.013933,-0.009446,0.01582,0.026328,0.014928,0.025765,-0.005107,0.023498,0.015563,0.017045,-0.002137,-0.016668,0.025254,0.027029,-0.033424,0.021371,-0.01466,-0.004691,0.00269,0,cluster3
757,758,0.107237,0.071956,-0.089749,-0.03109,0.039971,-0.036481,0.065841,-0.065911,-0.006057,-0.046675,-0.007615,-0.118168,-0.011451,0.005402,-0.054378,0.082628,-0.096739,-0.061544,0.058227,-0.115433,0,cluster1
758,759,-0.014865,-0.032426,-0.009992,0.013407,-0.02825,-0.002098,-0.028068,0.024652,0.022476,-0.034915,-0.007371,-0.011394,0.021353,0.039053,-0.009044,-0.036103,-0.013291,0.009027,0.021712,-0.021755,0,cluster9
759,760,0.015789,0.011239,0.010015,-0.028016,-0.008262,0.017787,0.00423,-0.014469,0.014878,-0.015898,0.001737,-0.013975,0.026757,0.021594,-0.022695,-0.020968,-0.00451,0.00108,0.012257,-0.000328,0,cluster3
760,761,0.008916,0.036671,-0.025151,0.026027,-0.025567,-0.013729,0.005754,0.030272,-0.04698,0.034045,0.056258,-0.011617,0.033472,0.01129,0.021543,-0.010422,-0.013071,0.01576,0.01685,0.017111,0,cluster12
761,762,-0.008498,0.030253,-0.013105,0.000338,0.0283,0.02361,-0.009087,0.07711,-0.010895,-0.052084,0.00113,0.018137,0.011329,0.009566,-0.024812,-0.029421,-0.001113,0.0025,0.005108,-0.00973,0,cluster3
762,763,-0.035938,-0.016429,-0.02528,0.015596,0.024983,0.018702,0.016023,0.014732,0.003231,0.011473,-0.004776,0.02099,-0.001955,0.024161,0.038316,-0.009154,-0.027247,0.013717,-0.000615,0.002292,0,cluster3
763,764,-0.030185,-0.011718,-0.02598,0.026744,0.013521,0.005222,0.004564,0.014834,0.009403,0.002667,0.005888,0.000778,-0.016013,0.018254,0.042492,-0.027162,-0.007476,0.00832,0.005859,-0.000353,0,cluster3
764,765,-0.012475,0.006811,-0.019211,-0.045607,0.003877,0.008021,-0.02544,-0.013984,-0.004162,0.005491,-0.008334,0.013218,0.001684,0.011278,0.02734,-0.014718,0.011854,-0.034184,-0.008114,-0.004565,0,cluster3
765,766,-0.013095,0.012385,-0.021309,-0.020077,-0.033998,-0.009599,-0.003355,0.033422,-0.050237,0.03146,0.030626,-0.013583,-0.019241,-0.037607,-0.001984,-0.050683,0.003635,0.016332,0.040092,0.024862,0,cluster12
766,767,-0.01538,-0.016558,-0.002878,-0.025328,-0.016318,-0.022372,-0.009427,-0.004703,-0.017263,0.000094,-0.001696,-0.00054,-0.00031,0.022838,0.005374,-0.029329,-0.004505,-0.002131,0.016685,-0.016989,0,cluster9
767,768,-0.014226,0.025471,0.051091,0.004635,0.019726,-0.023384,0.028265,-0.007695,0.005756,0.027733,0.027359,-0.03479,-0.01149,0.002673,0.022044,-0.032063,0.016569,0.009057,0.020147,0.020866,0,cluster12
768,769,0.030962,0.044169,0.004813,-0.031062,0.030408,0.012,0.020135,-0.01336,-0.009881,-0.01721,-0.017354,0.029322,0.006647,-0.027343,0.001485,0.000709,0.01577,-0.009122,-0.022592,0.033163,0,cluster3
769,770,-0.037892,0.001209,0.007288,-0.018133,0.01917,0.028639,-0.032835,-0.013332,-0.017937,-0.018447,-0.003471,0.012914,-0.000025,0.0081,0.000673,-0.033519,-0.017729,0.00576,-0.011859,0.009818,0,cluster3
770,771,0.005776,0.0157,0.048715,0.033089,-0.025365,-0.060598,-0.044665,0.005213,-0.006032,0.019054,0.037526,0.030612,0.024347,0.003197,-0.016057,-0.020405,0.006056,0.022081,0.016747,0.001838,0,cluster12
771,772,0.030552,-0.019375,0.018889,0.01436,0.015406,0.012893,0.055725,-0.023817,-0.003227,0.000899,-0.001899,-0.055232,0.011178,0.013349,-0.021196,-0.003307,0.006688,0.053164,-0.023964,-0.019952,0,cluster12
772,773,-0.00774,-0.05036,-0.05602,-0.000595,-0.022416,-0.019184,-0.03963,-0.002247,-0.016477,0.04746,0.001859,0.006103,0.011536,-0.020366,0.043984,-0.025627,-0.009018,0.030559,-0.046164,-0.014094,0,cluster12
773,774,0.037466,-0.020289,-0.016572,0.012816,-0.018171,-0.007502,-0.002649,0.004762,-0.048896,0.025058,-0.070234,0.00396,-0.013386,-0.006971,0.011075,-0.04409,0.019318,-0.033987,0.017901,0.019408,0,cluster12
774,775,0.003231,-0.005591,0.016133,0.033736,-0.045998,0.022284,0.026799,-0.031588,-0.015863,0.031151,0.031723,-0.049617,0.01349,0.03141,-0.034017,-0.016052,0.009934,0.028734,0.048611,-0.006782,0,cluster12
775,776,-0.029799,-0.017728,0.013855,-0.038785,-0.044351,0.025309,-0.007636,0.021687,0.020816,0.02577,-0.036574,-0.012923,0.010236,-0.000474,0.060632,0.067151,0.044262,-0.01604,0.015459,0.004196,0,cluster7
776,777,0.033611,0.020639,0.015931,-0.015736,-0.01199,0.022661,-0.006664,0.021482,-0.037831,-0.001073,0.032002,0.027048,0.001462,0.006886,-0.035242,0.008848,0.019816,0.003666,0.035269,-0.011541,0,cluster12
777,778,0.004159,0.011673,0.003193,-0.001416,0.043652,0.018082,-0.01655,0.017963,-0.038973,-0.036485,0.009966,0.03251,0.0231,-0.016033,-0.016651,-0.024926,0.008111,0.008304,-0.019534,0.014847,0,cluster3
778,779,-0.01935,-0.018765,-0.005218,-0.017645,-0.016243,0.000952,0.011443,0.027931,-0.056837,0.034161,0.009094,0.019724,-0.057087,0.011171,-0.015228,0.009444,-0.038521,-0.004379,-0.00313,0.057707,0,cluster12
779,780,0.008256,0.048592,-0.009259,-0.049655,0.000563,0.016709,0.02542,-0.018506,0.009025,0.01691,-0.003282,0.042023,0.012434,-0.001998,-0.011986,-0.015164,0.049035,-0.048703,-0.008475,-0.001773,0,cluster3
780,781,0.012734,0.040874,-0.008884,-0.001475,0.016963,0.006745,-0.009837,0.021742,-0.014748,-0.046547,-0.011867,0.028185,0.030106,0.015944,-0.03065,-0.008781,0.002774,-0.003942,-0.002364,-0.020983,0,cluster9
781,782,-0.00253,-0.010314,-0.001799,-0.050021,-0.006705,0.029043,0.015936,-0.008564,0.02784,0.021794,0.002602,0.008984,-0.018222,0.021166,0.015886,-0.015154,0.028183,-0.045458,0.012738,-0.002694,0,cluster3
782,783,0.002069,-0.00096,-0.016379,0.030014,-0.013321,0.009798,-0.025008,0.024593,-0.025778,0.021328,0.008635,0.01763,0.022912,0.054336,-0.013256,-0.001301,-0.010237,0.025405,-0.028885,-0.02146,0,cluster3
783,784,0.020946,0.019856,0.003822,-0.036698,0.022098,0.03165,-0.004336,0.011382,-0.005927,-0.039509,-0.025445,0.03001,0.022102,-0.033994,0.007811,-0.018882,0.029491,-0.018761,-0.018849,0.027054,0,cluster3
784,785,0.047551,-0.049325,-0.023301,-0.018432,-0.019922,-0.013758,-0.010567,0.015191,-0.011012,0.022603,0.024607,0.023992,0.057409,-0.011656,-0.007191,-0.014725,-0.07892,0.044536,-0.019034,-0.001503,0,cluster11
785,786,0.008383,-0.008757,-0.001797,-0.014153,-0.013212,0.018648,0.008064,0.017948,-0.014087,0.035593,0.014801,-0.001995,-0.031929,-0.023457,0.020743,-0.031868,-0.004892,0.020625,0.02313,0.020094,0,cluster12
786,787,-0.053522,-0.003925,0.006502,0.010102,-0.011908,0.018839,0.017412,0.054442,0.058271,-0.050629,-0.047013,-0.044899,0.069137,0.031068,0.025732,0.023443,0.012231,0.003137,0.006603,0.018246,0,cluster7
787,788,0.003277,-0.012933,0.000916,0.011674,-0.007978,0.029517,0.027994,-0.025316,0.026584,0.011513,-0.012007,-0.029662,0.03008,0.047886,0.022601,-0.006859,-0.025613,0.018886,-0.011815,0.004094,0,cluster3
788,789,-0.055624,0.01487,0.042258,-0.029692,-0.020984,-0.052867,0.017997,0.04055,0.032133,0.020642,-0.032356,-0.038366,0.01072,-0.009914,0.058996,0.028628,0.022214,-0.015879,0.015752,-0.007932,0,cluster7
789,790,0.08399,0.017199,0.018271,0.024774,-0.051756,0.030849,0.038809,-0.010595,0.003909,-0.001207,0.056983,-0.003236,0.026715,0.016881,-0.041037,0.041229,0.024955,0.017151,0.063811,0.004793,0,cluster12
790,791,-0.026833,-0.018534,-0.037387,-0.018473,-0.012814,0.007948,-0.011659,0.039807,0.017411,0.015787,0.010975,-0.00582,-0.016189,0.013442,0.026253,-0.037481,-0.000766,-0.025948,0.015687,-0.000933,0,cluster3
791,792,-0.039419,-0.007551,0.008142,-0.000384,0.023545,0.023515,-0.04499,-0.002286,0.000587,-0.009237,0.012006,0.011633,0.005447,0.003363,0.013258,-0.053332,-0.000965,0.012766,0.002407,0.004135,0,cluster3
792,793,0.004502,0.003594,-0.0049,0.011794,-0.009776,-0.017678,-0.034711,0.007135,-0.01211,-0.042593,-0.005114,0.033923,0.035692,0.041609,-0.006824,-0.001335,-0.000179,0.005188,0.002584,-0.043257,0,cluster9
793,794,0.046271,0.039096,0.107008,0.030273,0.033423,-0.018099,-0.002969,0.003966,-0.100958,0.019304,-0.019187,0.006248,-0.00136,0.007026,-0.029471,-0.003969,-0.003572,0.050612,0.01943,-0.001682,0,cluster12
794,795,-0.006232,-0.02498,0.015867,0.042045,-0.034841,-0.020618,0.006859,0.020066,-0.042391,0.010665,0.002783,-0.010261,0.047633,0.003568,0.0532,0.085349,0.027668,0.024929,0.033432,0.031554,0,cluster7
795,796,-0.002014,-0.059717,-0.02422,0.052215,-0.019717,0.002903,-0.01171,-0.004365,-0.040239,0.035434,0.068784,-0.006879,-0.03338,0.013441,0.048768,0.021403,0.013133,0.015147,0.039192,-0.010943,0,cluster12
796,797,0.001011,0.00499,0.007002,0.020618,0.055014,-0.006652,-0.019758,-0.031396,-0.07585,0.010531,-0.048085,-0.012579,-0.005032,0.013744,0.03691,-0.031686,-0.000023,0.014774,-0.018093,0.015078,0,cluster12
797,798,0.00053,0.004975,-0.002641,0.029588,-0.002471,-0.031353,-0.031745,0.020854,-0.048401,0.006515,0.007704,0.019396,0.035266,-0.012276,-0.013117,-0.038107,-0.022603,0.060463,-0.026211,-0.021708,0,cluster12
798,799,-0.019519,0.009537,0.051692,-0.029784,0.002904,0.044392,0.022054,0.023156,-0.002413,0.000637,-0.053751,0.025361,0.047103,-0.025453,0.016196,0.054273,0.045859,0.003803,-0.003223,0.023009,0,cluster7
799,800,-0.010915,-0.011365,-0.005821,-0.01264,-0.002795,0.003353,-0.010404,-0.035354,0.001917,0.020781,-0.018028,-0.008714,0.017106,0.010267,0.027054,-0.02949,0.004753,-0.011129,-0.010886,0.005992,0,cluster3
800,801,-0.019395,0.016678,-0.025923,-0.011893,0.027188,-0.015768,-0.016334,-0.061426,0.023972,-0.032659,-0.016005,0.050357,0.016737,-0.036171,0.077844,-0.032909,0.005664,-0.01883,-0.033888,0.015406,0,cluster3
801,802,-0.000843,0.008902,0.011629,-0.020549,-0.002694,0.088957,0.013871,-0.016299,-0.018438,-0.014511,0.027115,0.063952,-0.022574,0.016015,0.047004,0.021308,0.000167,-0.031779,0.004588,-0.041476,0,cluster12
802,803,-0.038095,-0.000205,0.049617,0.02052,0.019383,-0.009271,-0.027553,0.012423,0.028897,0.014304,0.024512,-0.034746,0.041223,0.031206,-0.022387,-0.067041,-0.020098,0.018571,0.013267,0.010343,0,cluster12
803,804,0.021867,0.047403,-0.032915,-0.000207,0.016661,-0.006175,0.035223,0.008194,0.019844,-0.038526,-0.005509,-0.011409,0.058833,0.026639,-0.014066,-0.019629,-0.012493,-0.022983,-0.005507,0.001479,0,cluster3
804,805,-0.007721,-0.007941,-0.007237,-0.027836,-0.004277,0.021912,-0.007229,0.02161,-0.009939,0.023251,-0.028155,-0.004808,-0.003071,-0.028398,0.008401,-0.060889,-0.006071,-0.0051,0.001814,0.03113,0,cluster3
805,806,-0.028692,0.05339,-0.055283,0.00247,-0.052363,-0.018887,-0.024261,-0.052455,-0.051415,0.019315,0.00111,-0.017891,-0.011881,-0.049606,0.026889,-0.012947,0.038824,0.00902,0.023493,-0.022048,0,cluster12
806,807,0.017241,-0.010229,-0.010769,0.086524,-0.036791,0.009611,-0.016772,-0.017631,-0.041983,0.041184,0.083332,-0.003823,0.021712,0.043918,0.024634,0.047536,0.010674,0.037028,0.047542,0.002868,0,cluster12
807,808,-0.006086,0.015318,-0.033113,-0.006576,0.03336,0.012916,-0.00619,0.073503,-0.010976,-0.053017,0.006492,0.012563,0.01227,0.002751,-0.019629,-0.02354,-0.020149,-0.009574,0.007084,-0.015322,0,cluster3
808,809,-0.01581,-0.052631,-0.010861,0.028854,0.015106,0.015935,-0.00028,-0.068801,-0.008906,-0.003343,0.010514,-0.009001,-0.025289,0.037781,0.083465,0.033873,0.035624,-0.018386,0.036209,-0.003296,0,cluster12
809,810,0.021281,0.068313,0.027486,-0.017459,-0.000793,-0.039717,0.003602,0.00104,0.026093,0.014067,0.021028,0.031972,0.013849,-0.005797,0.025438,0.000912,0.017266,-0.009157,-0.013566,-0.021711,0,cluster9
810,811,-0.049344,0.033012,0.031695,0.006226,0.008776,-0.055209,0.021408,0.07537,0.031096,-0.032363,-0.018261,-0.00833,0.047602,-0.002745,0.042372,0.04058,0.010491,-0.004058,0.003712,-0.015603,0,cluster7
811,812,0.010002,-0.063643,0.002089,-0.028412,0.036005,0.017224,0.044281,-0.00336,0.0027,-0.02845,0.035811,0.04701,0.022181,-0.027388,0.007601,-0.0201,-0.004296,-0.02625,0.017091,0.022777,0,cluster12
812,813,0.055709,0.006909,-0.014669,0.050336,-0.040527,0.035367,0.04419,0.028186,0.003184,0.060359,0.015781,0.006608,0.008415,0.033053,-0.04585,-0.001961,0.00223,-0.008249,-0.002357,0.025416,0,cluster12
813,814,-0.024199,-0.028317,-0.006535,-0.00966,-0.014248,-0.013574,-0.0442,0.016936,-0.011303,-0.022992,-0.016239,0.012387,-0.008961,0.02915,-0.000299,-0.031211,-0.012763,0.001399,0.016631,-0.044431,0,cluster9
814,815,-0.003651,0.02275,-0.027861,0.047049,0.009388,-0.002909,0.003871,0.024506,-0.036839,0.019025,0.032221,0.026449,-0.004409,-0.00803,0.052461,-0.005248,-0.001771,0.026337,0.013286,0.012067,0,cluster12
815,816,0.047468,0.040019,0.022456,-0.031891,0.000296,0.046158,-0.030492,0.026437,0.02277,-0.037975,-0.017271,0.033628,0.000819,0.00439,-0.038458,0.013577,-0.014085,0.034945,-0.011154,-0.06237,0,cluster11
816,817,0.009229,-0.003054,-0.017118,0.019738,-0.003261,-0.017715,-0.029478,-0.027579,-0.05377,0.016559,0.006121,0.019329,0.028439,-0.005801,0.038408,0.011259,-0.009864,0.024269,-0.005332,-0.011781,0,cluster12
817,818,-0.012171,0.025544,0.069602,-0.016355,0.006026,-0.015456,-0.036717,0.00065,0.012181,0.050606,-0.015819,0.030964,0.033061,0.020428,-0.033981,-0.025146,-0.011864,0.004889,-0.04597,-0.033434,0,cluster9
818,819,-0.039621,0.006483,0.010138,0.002026,0.011089,-0.055781,-0.024399,0.01068,0.044128,-0.015472,0.037001,0.005848,0.01834,0.024363,0.027586,-0.03277,-0.017208,-0.011277,0.001329,-0.027787,0,cluster9
819,820,0.042119,-0.060587,0.004056,-0.026105,0.007306,0.031292,0.04087,0.019035,-0.024409,-0.00642,0.04726,0.034536,0.031333,-0.043735,-0.030821,-0.011134,-0.014987,-0.015752,0.039081,0.044979,0,cluster12
820,821,0.011196,-0.064034,0.002875,-0.03896,0.037725,0.01209,0.053863,-0.008617,-0.002394,-0.03926,0.033273,0.046459,0.021035,-0.033741,0.001371,-0.020291,-0.003243,-0.018348,0.01539,0.029521,0,cluster12
821,822,-0.026782,-0.016357,0.006756,-0.037465,0.015712,0.01927,-0.017988,-0.013737,-0.004567,-0.012315,-0.005499,0.002731,0.006499,-0.041281,0.019684,-0.035961,0.007638,-0.002591,-0.003294,0.027831,0,cluster3
822,823,0.072155,-0.004258,-0.036155,-0.023056,-0.01382,-0.034358,-0.003562,-0.017055,0.005399,-0.045377,-0.027468,-0.031672,-0.016178,0.011076,-0.033543,0.047093,-0.080151,0.005752,0.031051,-0.129349,0,cluster1
823,824,0.005997,-0.031037,-0.013339,0.014582,0.034069,0.015452,0.041125,0.028605,-0.021617,-0.013754,-0.000345,-0.008137,-0.028601,0.003405,0.004057,0.00492,0.006322,0.027681,-0.061186,-0.023223,0,cluster12
824,825,0.050889,0.003511,0.033275,-0.026325,-0.003695,0.039926,-0.048841,0.005766,0.009004,-0.012298,-0.010504,0.011047,-0.021602,-0.042063,-0.00882,0.028958,0.014544,0.077644,-0.050573,-0.058864,0,cluster11
825,826,-0.004457,-0.014127,0.014238,-0.032104,0.001677,0.013106,-0.023154,-0.02097,0.009281,0.012316,0.006399,0.01316,-0.004673,0.006637,-0.01364,-0.027074,0.000752,-0.006193,0.003612,0.019289,0,cluster3
826,827,0.007266,0.079214,0.03761,-0.034645,0.023113,-0.02578,-0.015379,0.002545,0.026599,-0.009898,-0.004919,0.030805,0.056804,0.010131,-0.01895,-0.033372,0.016706,-0.031916,-0.030738,-0.009127,0,cluster9
827,828,0.002434,-0.007971,-0.008756,-0.020527,-0.019793,0.016125,-0.020183,-0.014618,0.016099,-0.002854,0.003673,-0.007361,0.034682,0.032288,-0.01131,-0.022584,0.008764,-0.027619,0.014444,0.005114,0,cluster3
828,829,-0.051736,0.035643,0.12147,0.000066,0.048116,-0.020085,0.038065,0.021314,-0.014809,-0.007969,-0.030002,-0.016779,0.028192,0.013964,0.008418,0.0358,0.058142,0.016946,0.00578,-0.011539,0,cluster7
829,830,0.010712,-0.011746,-0.022504,0.013462,-0.01255,-0.005927,-0.026223,0.016078,-0.006529,-0.032708,0.008007,0.038294,0.039996,0.030673,-0.009333,-0.002873,0.002005,-0.019254,0.01322,-0.022746,0,cluster9
830,831,-0.012247,-0.017384,-0.02015,-0.017646,-0.025474,-0.00442,-0.006834,0.010698,0.017746,0.003698,-0.009378,-0.007291,0.01262,0.021179,0.010372,-0.038939,-0.000782,-0.01523,0.008759,-0.000294,0,cluster3
831,832,-0.043018,0.050204,-0.000568,0.050282,0.052584,0.08435,0.036286,-0.029386,-0.001325,-0.065035,0.008136,0.010599,0.004952,0.069072,0.06661,-0.026574,-0.017396,-0.039121,-0.002069,-0.061992,0,cluster6
832,833,-0.026879,-0.027177,-0.004263,0.007794,-0.035633,-0.033878,-0.002244,0.028101,-0.007786,-0.03086,-0.044742,0.01067,0.049067,0.01655,0.064937,0.082169,0.023855,-0.003823,0.010244,-0.024714,0,cluster7
833,834,0.073388,-0.124998,0.025398,0.000214,-0.005939,0.010449,-0.049831,0.001031,-0.050787,0.011404,-0.019558,0.056423,0.005763,-0.033001,-0.023489,-0.013506,0.00181,0.008327,-0.012017,-0.027332,0,cluster12
834,835,-0.030133,-0.002482,0.022756,0.029775,0.074312,0.025933,0.033883,-0.003174,-0.005546,-0.065064,0.027222,0.036622,0.022005,0.044597,0.000888,-0.023072,0.015456,0.007979,0.016205,0.002037,0,cluster3
835,836,0.008582,0.018963,-0.018466,0.007798,0.010624,0.070679,-0.048193,0.057468,0.007067,-0.051384,0.055925,-0.005339,0.033532,0.015793,-0.006952,0.03613,0.032624,-0.000656,0.016011,0.017401,0,cluster12
836,837,-0.022474,-0.040434,0.00002,0.015011,-0.017212,0.006265,-0.067753,-0.008815,-0.062221,0.009383,0.106844,0.004166,-0.015565,-0.070146,0.022034,0.028012,0.007638,0.053002,0.037839,0.020736,0,cluster12
837,838,0.003088,-0.006966,-0.02979,0.029346,-0.008411,0.004458,-0.046036,0.016532,0.001693,0.034252,-0.015337,0.031543,0.025255,0.015581,0.013513,-0.020339,0.012977,0.002964,-0.062011,-0.027739,0,cluster3
838,839,-0.044153,-0.008744,0.01564,-0.014516,-0.017354,0.003353,0.090999,0.016574,0.012759,-0.011777,-0.046649,-0.061127,0.067837,0.026905,0.03103,0.015356,0.005773,0.036119,-0.045574,0.031939,0,cluster7
839,840,0.009516,-0.020569,-0.008841,-0.013267,-0.039271,0.032474,-0.005257,0.029958,0.016894,0.022782,0.025692,-0.014936,-0.012457,0.009923,-0.024838,-0.021833,0.008283,-0.009465,0.045638,0.003195,0,cluster12
840,841,0.028192,-0.029051,0.005722,0.049382,-0.002277,0.040031,-0.01599,-0.04545,-0.063637,0.050704,0.032858,-0.067294,0.024478,0.042446,0.001674,0.028663,0.021172,0.004327,0.042454,0.056079,0,cluster12
841,842,0.03,0.003768,0.044349,-0.047205,-0.018211,0.043551,-0.042468,0.006859,0.039495,-0.020573,-0.011465,0.016376,-0.031338,0.011228,-0.031774,0.002499,-0.032809,0.06239,0.000563,-0.081042,0,cluster11
842,843,-0.004415,-0.002436,0.040731,0.003107,-0.043069,-0.015769,-0.036418,-0.005704,0.037612,0.039456,0.064708,0.001731,0.022382,0.032149,-0.014232,-0.020506,0.031156,-0.028002,0.044457,0.000102,0,cluster12
843,844,-0.066566,0.023199,0.046431,-0.049085,-0.001666,-0.058997,-0.005762,0.013338,0.033609,0.016325,-0.040597,-0.025393,0.025,0.009743,0.050958,0.0283,0.013666,-0.029593,-0.003937,-0.0309,0,cluster7
844,845,-0.032423,0.025679,0.056242,0.025385,0.036903,-0.031211,-0.040282,0.004453,-0.009129,0.016098,0.040002,0.023512,0.048992,0.045642,-0.011527,-0.034338,-0.015182,0.019887,-0.001645,-0.022232,0,cluster9
845,846,0.036157,0.039493,-0.030594,-0.038254,0.064322,0.017521,0.068126,-0.018318,-0.016935,0.008506,0.004042,0.028573,-0.07832,0.013749,0.039721,0.044109,0.025413,-0.035241,0.027572,-0.010586,0,cluster12
846,847,0.050082,-0.064343,-0.019079,-0.047787,-0.029957,0.013239,0.021859,0.041592,-0.019673,0.000329,0.026486,0.027744,0.029114,-0.034269,-0.046588,-0.011421,-0.018247,-0.024999,0.038316,0.020413,0,cluster12
847,848,-0.003684,0.011568,0.033887,-0.032638,-0.002674,-0.028584,-0.052873,-0.021905,0.045828,-0.027677,-0.01808,0.006464,0.05155,0.017055,-0.012876,-0.030033,-0.004955,-0.027892,-0.01526,-0.027775,0,cluster9
848,849,-0.019046,0.01672,-0.018456,-0.03197,0.029472,0.019008,-0.03718,0.013166,0.00235,-0.042907,-0.016413,-0.001106,0.002664,0.014137,0.001855,-0.01766,-0.012548,-0.01297,-0.008889,-0.025387,0,cluster3
